,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,Defective
288,0.036585,0.5,0.0,0.016216,0.041958,0.001036,0.005435,0.09375,0.025974,1.0,0.016,0.0,0.0,0.888889,0.555556,0.333333,0.125,0.057191,0.038462,0.102569,1
289,0.060976,0.166667,0.0,0.037838,0.076923,0.002761,0.005435,0.21875,0.064935,0.25,0.044,1.0,0.142857,0.0,0.466667,0.0,0.0,0.100305,0.038462,0.123077,1
290,0.02439,0.166667,0.0,0.010811,0.034965,0.000345,0.005435,0.03125,0.025974,1.0,0.016,0.0,0.0,0.0,0.666667,0.0,0.0,0.092386,0.115385,0.230769,1
291,0.109756,0.333333,0.04,0.037838,0.174825,0.002071,0.01087,0.15625,0.077922,0.125,0.13,1.0,0.0,0.466667,0.361111,0.333333,0.125,0.175973,0.076923,0.153846,1
292,0.060976,0.5,0.0,0.037838,0.111888,0.0,0.005435,0.21875,0.025974,0.125,0.056,1.0,0.0,0.789474,0.5,0.333333,0.125,0.13198,0.038462,0.123077,1
293,0.390244,0.333333,0.04,0.118919,0.531469,0.138074,0.01087,0.65625,0.324675,0.433692,0.718,1.0,0.571429,0.184211,0.122768,0.333333,0.125,0.27922,0.115385,0.216354,0
294,0.012195,0.166667,0.0,0.027027,0.006993,0.0,0.027174,0.0,0.012987,1.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.038462,0.153846,1
295,0.02439,0.5,0.0,0.021622,0.027972,0.000345,0.0,0.125,0.012987,1.0,0.011,0.0,0.0,0.941176,0.666667,0.333333,0.125,0.059391,0.038462,0.076923,1
296,0.207317,0.166667,0.0,0.048649,0.202797,0.035899,0.005435,0.28125,0.194805,0.38125,0.158,1.0,0.285714,0.0,0.215686,0.0,0.0,0.105584,0.076923,0.153846,1
297,0.170732,0.0,0.0,0.124324,0.293706,0.021056,0.027174,0.59375,0.064935,0.445055,0.182,0.571429,0.428571,0.0,0.201923,0.0,0.0,0.151777,0.076923,0.153846,1
298,0.231707,0.333333,0.0,0.048649,0.160839,0.056955,0.021739,0.21875,0.194805,0.416667,0.105,1.0,0.142857,0.604651,0.273684,0.333333,0.375,0.059044,0.038462,0.137646,1
299,0.073171,0.666667,0.0,0.064865,0.342657,0.0,0.005435,0.375,0.038961,0.2,0.216,0.0,0.0,0.807692,0.666667,0.333333,0.125,0.45753,0.038462,0.1282,1
300,0.04878,0.5,0.08,0.010811,0.055944,0.002071,0.01087,0.0,0.051948,1.0,0.02,0.0,0.0,1.0,0.666667,0.0,0.0,0.052792,0.0,0.0,1
301,0.02439,0.5,0.0,0.027027,0.034965,0.0,0.01087,0.09375,0.012987,0.0,0.03,1.0,0.0,0.833333,0.666667,0.333333,0.125,0.178173,0.076923,0.153846,1
302,0.085366,0.333333,0.0,0.032432,0.090909,0.005868,0.021739,0.0625,0.090909,0.375,0.046,1.0,0.142857,0.333333,0.428571,0.0,0.0,0.069761,0.038462,0.131862,1
303,0.036585,0.166667,0.0,0.027027,0.041958,0.001036,0.021739,0.0625,0.038961,1.0,0.013,0.0,0.0,0.0,0.555556,0.0,0.0,0.043993,0.038462,0.102569,1
304,0.073171,0.333333,0.0,0.043243,0.104895,0.0,0.01087,0.1875,0.051948,0.25,0.065,1.0,0.285714,0.583333,0.444444,0.333333,0.125,0.125381,0.038462,0.1282,1
305,0.182927,0.333333,0.0,0.075676,0.181818,0.029341,0.038043,0.34375,0.181818,0.428572,0.114,1.0,0.285714,0.5,0.191667,0.333333,0.125,0.084467,0.115385,0.174354,1
306,0.04878,0.333333,0.0,0.054054,0.048951,0.001381,0.048913,0.03125,0.025974,0.476191,0.089,0.142857,1.0,0.857143,0.444444,0.333333,0.125,0.25736,0.038462,0.076923,1
307,0.329268,0.333333,0.0,0.12973,0.496503,0.117018,0.016304,0.71875,0.298701,0.456044,0.311,0.857143,0.142857,0.358974,0.15035,0.333333,0.25,0.135401,0.076923,0.159538,1
308,0.04878,0.666667,0.0,0.005405,0.041958,0.0,0.005435,0.0,0.038961,0.333334,0.037,1.0,0.0,0.972222,0.45,0.0,0.0,0.102284,0.076923,0.115385,1
309,0.02439,0.166667,0.0,0.010811,0.013986,0.000345,0.01087,0.0,0.025974,1.0,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.038462,0.153846,1
310,0.182927,0.166667,0.0,0.091892,0.20979,0.036244,0.01087,0.46875,0.194805,1.0,0.123,0.0,0.0,0.0,0.2,0.0,0.0,0.095025,0.038462,0.143585,0
311,0.02439,0.166667,0.0,0.032432,0.013986,0.000345,0.021739,0.0625,0.025974,1.0,0.002,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.038462,0.153846,1
312,0.073171,0.166667,0.0,0.021622,0.111888,0.002416,0.016304,0.0625,0.077922,0.35,0.073,1.0,0.0,0.0,0.333333,0.0,0.0,0.142978,0.115385,0.179492,1
313,0.036585,0.5,0.0,0.032432,0.06993,0.0,0.005435,0.1875,0.038961,0.125,0.043,1.0,0.142857,0.857143,0.555556,0.0,0.0,0.167174,0.038462,0.102569,1
314,0.573171,0.333333,0.32,0.183784,0.678322,0.360718,0.081522,1.0,0.532468,0.449276,0.535,0.833333,0.428571,0.357143,0.094681,0.0,0.0,0.135349,0.076923,0.150569,1
315,0.146341,0.333333,0.0,0.064865,0.244755,0.008975,0.016304,0.34375,0.051948,0.420455,0.19,1.0,0.142857,0.411765,0.194805,0.333333,0.125,0.186971,0.115385,0.166662,1
316,0.073171,0.166667,0.0,0.054054,0.132867,0.001726,0.005435,0.28125,0.064935,0.35,0.08,1.0,0.428571,0.0,0.4,0.0,0.0,0.153976,0.076923,0.153846,1
317,0.012195,0.166667,0.0,0.356757,0.006993,0.0,0.353261,0.03125,0.012987,1.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.038462,0.153846,1
318,0.04878,0.333333,0.0,0.021622,0.048951,0.001381,0.016304,0.03125,0.025974,0.458334,0.056,0.25,0.571429,0.857143,0.444444,0.333333,0.125,0.158376,0.038462,0.076923,1
319,0.012195,0.166667,0.0,0.005405,0.006993,0.0,0.0,0.03125,0.012987,1.0,0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.038462,0.153846,1
320,0.317073,0.166667,0.0,0.010811,0.265734,0.08388,0.01087,0.0,0.324675,0.414286,0.248,1.0,0.0,0.0,0.24359,0.0,0.0,0.109137,0.230769,0.189354,1
321,0.085366,0.666667,0.0,0.037838,0.055944,0.003107,0.005435,0.21875,0.090909,0.0,0.049,1.0,0.142857,0.925926,0.357143,0.333333,0.125,0.077302,0.038462,0.131862,1
322,0.170732,0.166667,0.0,0.054054,0.293706,0.025198,0.0,0.3125,0.12987,0.230769,0.192,1.0,0.0,0.0,0.306122,0.0,0.0,0.165917,0.076923,0.164831,1
323,0.036585,0.166667,0.0,0.0,0.090909,0.001036,0.0,0.0,0.038961,1.0,0.057,0.0,0.0,0.0,0.444444,0.0,0.0,0.237563,0.038462,0.102569,1
324,0.02439,0.166667,0.0,0.027027,0.048951,0.000345,0.005435,0.125,0.025974,1.0,0.029,0.0,0.0,0.0,0.5,0.0,0.0,0.178173,0.038462,0.076923,1
325,0.036585,0.833333,0.04,0.021622,0.041958,0.001036,0.016304,0.03125,0.038961,0.75,0.017,1.0,0.0,1.0,0.777778,0.0,0.0,0.057191,0.0,0.0,1
326,0.219512,0.166667,0.0,0.140541,0.272727,0.052813,0.065217,0.59375,0.233766,1.0,0.126,0.0,0.0,0.0,0.185185,0.0,0.0,0.079188,0.038462,0.145292,1
