,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
143,0.030488,0.031447,0.115385,0.0875,0.00885,0.0,0.042553,0.25,0.0,0.0,0.080645,1.0,0.035294,0.0,0.0,0.055156,0.055556,0.078707,0.174435,0.007994,0.041441,0.06005,0.071429,0.007994,0.040166,0.14433,0.0,0.0,0.03252,0.229167,0.055416,0.06383,0.054662,0.235294,0.047682,0.356458,0.058468,1
144,0.02439,0.012579,0.076923,0.0,0.020649,0.016393,0.010638,0.326923,0.017241,0.0,0.032258,1.0,0.020588,0.0,0.0,0.019185,0.055556,0.034384,0.0714,0.000939,0.009009,0.014392,0.190476,0.000939,0.008907,0.309278,0.015385,0.016393,0.02439,0.208333,0.015113,0.01473,0.022508,0.147059,0.022517,0.463367,0.014113,1
145,0.018293,0.0,0.076923,0.0,0.0059,0.0,0.0,0.346154,0.0,0.0,0.016129,1.0,0.002941,0.0,0.0,0.007194,0.0,0.044602,0.025517,0.000224,0.005405,0.006948,0.404762,0.000224,0.004123,0.484536,0.0,0.0,0.004065,0.229167,0.008816,0.006547,0.019293,0.073529,0.007947,0.252746,0.004032,1
146,0.030488,0.012579,0.115385,0.0,0.00885,0.016393,0.010638,0.211538,0.017241,0.0,0.032258,1.0,0.029412,0.0,0.0,0.033573,0.0,0.111347,0.080093,0.002718,0.027027,0.040199,0.166667,0.002718,0.026287,0.309278,0.015385,0.016393,0.036585,0.166667,0.027708,0.0491,0.048232,0.191176,0.02649,0.181287,0.02621,1
147,0.006098,0.025157,0.038462,0.0125,0.0,0.016393,0.021277,0.403846,0.0,0.666667,0.016129,0.462366,0.017647,0.103448,1.0,0.021583,0.055556,0.052692,0.077839,0.001445,0.014414,0.02134,0.166667,0.001445,0.013502,1.0,0.030769,0.016393,0.01626,0.416667,0.017632,0.02455,0.028939,0.176471,0.011921,0.08689,0.018145,1
148,0.237805,0.125786,0.384615,0.05,0.171091,0.147541,0.106383,0.25,0.137931,0.073333,0.096774,0.548387,0.129412,0.137931,0.36,0.148681,0.277778,0.157379,0.156001,0.011576,0.066667,0.086849,0.095238,0.011576,0.06557,0.402062,0.153846,0.147541,0.138211,0.104167,0.09068,0.085106,0.125402,0.294118,0.222517,0.663006,0.131048,1
149,0.103659,0.037736,0.153846,0.1,0.056047,0.04918,0.031915,0.192308,0.051724,0.0,0.048387,0.784946,0.052941,0.0,0.0,0.05036,0.0,0.125471,0.147871,0.008655,0.052252,0.072953,0.095238,0.008655,0.051001,0.175258,0.046154,0.04918,0.060976,0.104167,0.051637,0.087561,0.07074,0.279412,0.083444,0.69512,0.056452,1
150,0.152439,0.138365,0.230769,0.075,0.044248,0.155738,0.117021,0.25,0.137931,0.11,0.129032,0.666667,0.158824,0.206897,0.5,0.153477,0.055556,0.257672,0.195363,0.027045,0.127928,0.164268,0.071429,0.027045,0.126857,0.525773,0.169231,0.172131,0.174797,0.1875,0.162469,0.166121,0.167203,0.264706,0.143046,0.320868,0.139113,1
151,0.091463,0.025157,0.115385,0.0125,0.056047,0.032787,0.021277,0.173077,0.034483,0.0,0.016129,0.462366,0.035294,0.0,0.0,0.059952,0.055556,0.110301,0.154472,0.008401,0.048649,0.06402,0.095238,0.008401,0.047479,0.226804,0.030769,0.032787,0.04065,0.083333,0.059194,0.067921,0.093248,0.338235,0.076821,0.545252,0.050403,0
152,0.006098,0.037736,0.0,0.0125,0.011799,0.04918,0.031915,0.230769,0.051724,0.0,0.0,0.139785,0.038235,0.0,0.0,0.059952,0.111111,0.025666,0.141753,0.002631,0.014414,0.027295,0.095238,0.002631,0.014717,0.175258,0.046154,0.04918,0.04065,0.229167,0.031486,0.025368,0.016077,0.102941,0.038411,0.193104,0.050403,1
153,0.0,0.025157,0.0,0.0,0.0,0.032787,0.021277,0.384615,0.034483,0.0,0.0,0.193548,0.026471,0.068966,0.67,0.026379,0.111111,0.012833,0.062787,0.000456,0.005405,0.008437,0.214286,0.000456,0.004056,0.742268,0.030769,0.032787,0.028455,0.416667,0.006297,0.010638,0.003215,0.073529,0.011921,0.0,0.020161,1
154,0.018293,0.0,0.0,0.0,0.0,0.0,0.0,0.211538,0.0,0.0,0.0,0.462366,0.002941,0.0,0.0,0.016787,0.111111,0.038987,0.058762,0.000736,0.009009,0.014392,0.214286,0.000736,0.008076,0.484536,0.0,0.0,0.004065,0.208333,0.012594,0.016367,0.016077,0.102941,0.010596,0.0,0.012097,1
155,0.091463,0.025157,0.115385,0.0375,0.023599,0.032787,0.021277,0.403846,0.034483,0.0,0.048387,1.0,0.029412,0.0,0.0,0.016787,0.0,0.069152,0.070031,0.001484,0.016216,0.023325,0.190476,0.001484,0.015342,0.226804,0.030769,0.032787,0.03252,0.166667,0.026448,0.022095,0.045016,0.161765,0.04106,0.637147,0.018145,1
156,0.042683,0.012579,0.038462,0.05,0.023599,0.016393,0.010638,0.25,0.017241,0.0,0.016129,0.645161,0.020588,0.0,0.0,0.019185,0.055556,0.083659,0.050632,0.001029,0.014414,0.021836,0.261905,0.001029,0.013614,0.309278,0.015385,0.016393,0.02439,0.145833,0.015113,0.027005,0.032154,0.147059,0.033113,0.641596,0.022177,1
157,0.213415,0.176101,0.346154,0.35,0.050147,0.196721,0.148936,0.211538,0.172414,0.12,0.16129,0.666667,0.185294,0.310345,0.6,0.167866,0.277778,0.35371,0.253884,0.05887,0.218018,0.255087,0.047619,0.05887,0.218289,0.618557,0.215385,0.196721,0.199187,0.166667,0.245592,0.261866,0.292605,0.411765,0.196026,0.51703,0.195565,1
158,0.189024,0.113208,0.192308,0.0875,0.082596,0.122951,0.095745,0.192308,0.103448,0.143333,0.129032,0.806452,0.120588,0.344828,1.0,0.16307,0.055556,0.191798,0.276986,0.039562,0.135135,0.169727,0.047619,0.039562,0.134397,1.0,0.138462,0.122951,0.130081,0.125,0.151134,0.182488,0.163987,0.411765,0.174834,0.446406,0.149194,0
159,0.018293,0.0,0.0,0.025,0.00295,0.016393,0.0,0.269231,0.017241,0.0,0.0,0.462366,0.0,0.0,0.0,0.007194,0.111111,0.062003,0.039362,0.000552,0.009009,0.013896,0.309524,0.000552,0.008329,0.484536,0.015385,0.016393,0.0,0.229167,0.007557,0.018822,0.019293,0.132353,0.009272,0.34756,0.008065,1
160,0.036585,0.025157,0.0,0.075,0.0,0.02459,0.021277,0.211538,0.017241,0.166667,0.0,0.193548,0.023529,0.103448,1.0,0.035971,0.055556,0.050286,0.177976,0.005985,0.028829,0.04268,0.071429,0.005985,0.028964,1.0,0.030769,0.02459,0.02439,0.208333,0.04534,0.041735,0.048232,0.264706,0.033113,0.308911,0.040323,1
161,0.006098,0.0,0.076923,0.075,0.038348,0.0,0.0,0.115385,0.0,0.0,0.0,0.462366,0.005882,0.0,0.0,0.019185,0.055556,0.075813,0.073573,0.001729,0.018018,0.027295,0.190476,0.001729,0.017372,0.484536,0.0,0.0,0.00813,0.083333,0.032746,0.02455,0.045016,0.132353,0.034437,0.8005,0.02621,1
162,0.006098,0.09434,0.038462,0.0125,0.0,0.032787,0.12766,0.423077,0.034483,0.0,0.209677,1.0,0.1,0.0,0.0,0.110312,0.055556,0.103397,0.166626,0.009135,0.048649,0.064516,0.071429,0.009135,0.048244,0.041237,0.030769,0.032787,0.089431,0.479167,0.06801,0.063011,0.099678,0.338235,0.060927,0.026276,0.092742,1
163,0.085366,0.012579,0.153846,0.0125,0.026549,0.016393,0.010638,0.211538,0.017241,0.0,0.032258,1.0,0.023529,0.0,0.0,0.031175,0.055556,0.100014,0.062626,0.001667,0.01982,0.029777,0.214286,0.001667,0.019251,0.309278,0.015385,0.016393,0.028455,0.104167,0.027708,0.031915,0.048232,0.147059,0.046358,0.479355,0.02621,1
164,0.097561,0.138365,0.192308,0.0625,0.023599,0.155738,0.117021,0.288462,0.137931,0.11,0.145161,0.752688,0.126471,0.275862,0.67,0.134293,0.166667,0.272004,0.132496,0.014159,0.093694,0.125558,0.095238,0.014159,0.093569,0.680412,0.169231,0.172131,0.130081,0.25,0.109572,0.136661,0.138264,0.220588,0.109934,0.240929,0.120968,1
165,0.036585,0.27673,0.076923,0.0125,0.171091,0.311475,0.244681,0.269231,0.327586,0.0,0.370968,0.956989,0.314706,0.0,0.0,0.316547,0.055556,0.575289,0.200274,0.060274,0.279279,0.304218,0.071429,0.060274,0.278862,0.010309,0.292308,0.311475,0.341463,0.208333,0.309824,0.301146,0.463023,0.411765,0.258278,0.416377,0.266129,1
166,0.115854,0.025157,0.192308,0.0625,0.029499,0.032787,0.021277,0.211538,0.034483,0.0,0.048387,1.0,0.029412,0.103448,1.0,0.038369,0.055556,0.07501,0.08927,0.002369,0.021622,0.031266,0.142857,0.002369,0.020547,1.0,0.030769,0.032787,0.03252,0.104167,0.037783,0.027823,0.051447,0.161765,0.063576,0.563604,0.040323,1
167,0.054878,0.0,0.076923,0.0,0.020649,0.0,0.0,0.173077,0.0,0.0,0.016129,1.0,0.002941,0.0,0.0,0.021583,0.0,0.070198,0.095951,0.002545,0.021622,0.030769,0.142857,0.002545,0.020784,0.484536,0.0,0.0,0.004065,0.083333,0.028967,0.032733,0.048232,0.220588,0.030464,0.442375,0.016129,0
168,0.207317,0.0,0.153846,0.1375,0.091445,0.0,0.0,0.0,0.0,0.0,0.016129,1.0,0.017647,0.0,0.0,0.071942,0.277778,0.108,0.175883,0.010443,0.054054,0.078908,0.071429,0.010443,0.052692,0.484536,0.0,0.0,0.02439,0.0,0.065491,0.08838,0.061093,0.220588,0.137748,0.748645,0.080645,1
169,0.134146,0.345912,0.5,0.15,0.097345,0.303279,0.319149,0.288462,0.293103,0.056667,0.306452,0.602151,0.35,0.206897,0.19,0.369305,0.166667,0.504185,0.164212,0.037032,0.205405,0.236228,0.071429,0.037032,0.204635,0.195876,0.307692,0.303279,0.361789,0.25,0.200252,0.260229,0.324759,0.367647,0.290066,0.305158,0.332661,1
170,0.018293,0.0,0.038462,0.025,0.014749,0.0,0.0,0.269231,0.0,0.0,0.0,0.462366,0.005882,0.0,0.0,0.007194,0.055556,0.035605,0.06174,0.000753,0.009009,0.0134,0.214286,0.000753,0.007904,0.484536,0.0,0.0,0.00813,0.166667,0.013854,0.013912,0.019293,0.117647,0.01457,0.60823,0.008065,1
171,0.121951,0.113208,0.076923,0.0875,0.041298,0.07377,0.117021,0.384615,0.068966,0.066667,0.016129,0.086022,0.114706,0.068966,0.17,0.098321,0.111111,0.083938,0.205506,0.01134,0.05045,0.068486,0.071429,0.01134,0.049511,0.206186,0.076923,0.07377,0.113821,0.270833,0.070529,0.067921,0.080386,0.323529,0.10596,0.429306,0.094758,1
172,0.042683,0.0,0.115385,0.025,0.020649,0.0,0.0,0.173077,0.0,0.0,0.0,0.462366,0.008824,0.0,0.0,0.019185,0.111111,0.063851,0.057716,0.001021,0.012613,0.019355,0.238095,0.001021,0.012018,0.484536,0.0,0.0,0.012195,0.083333,0.018892,0.020458,0.032154,0.132353,0.029139,0.544001,0.018145,1
173,0.493902,1.0,0.307692,1.0,0.486726,1.0,1.0,0.288462,1.0,0.033333,1.0,0.634409,1.0,0.896552,0.27,1.0,0.166667,0.435207,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.257732,0.984615,1.0,1.0,0.229167,1.0,1.0,0.720257,1.0,0.981457,0.50994,1.0,1
174,0.060976,0.037736,0.038462,0.0625,0.0,0.04918,0.031915,0.192308,0.051724,0.0,0.064516,1.0,0.079412,0.0,0.0,0.059952,0.0,0.130562,0.114546,0.005707,0.041441,0.06402,0.119048,0.005707,0.041772,0.175258,0.046154,0.04918,0.097561,0.1875,0.081864,0.053191,0.07074,0.117647,0.050331,0.193104,0.058468,1
175,0.073171,0.037736,0.115385,0.025,0.082596,0.04918,0.031915,0.173077,0.051724,0.0,0.032258,0.569892,0.041176,0.0,0.0,0.074341,0.111111,0.083729,0.110038,0.003695,0.027027,0.040199,0.119048,0.003695,0.027365,0.175258,0.046154,0.04918,0.044715,0.083333,0.035264,0.04419,0.054662,0.235294,0.09404,0.62255,0.064516,1
176,0.079268,0.025157,0.153846,0.0125,0.014749,0.032787,0.021277,0.096154,0.034483,0.0,0.048387,1.0,0.052941,0.0,0.0,0.093525,0.0,0.321732,0.113982,0.012728,0.097297,0.123573,0.119048,0.012728,0.095956,0.226804,0.030769,0.032787,0.065041,0.083333,0.11335,0.130933,0.173633,0.235294,0.074172,0.163492,0.078629,1
177,0.054878,0.012579,0.076923,0.125,0.017699,0.016393,0.010638,0.153846,0.017241,0.0,0.032258,1.0,0.014706,0.0,0.0,0.023981,0.0,0.11466,0.053691,0.001469,0.01982,0.030273,0.238095,0.001469,0.019142,0.309278,0.015385,0.016393,0.01626,0.104167,0.028967,0.031915,0.048232,0.117647,0.043709,0.69512,0.038306,1
178,0.030488,0.0,0.115385,0.0,0.038348,0.0,0.0,0.173077,0.0,0.0,0.016129,1.0,0.005882,0.0,0.0,0.023981,0.166667,0.049658,0.054496,0.000772,0.009009,0.014888,0.238095,0.000772,0.009183,0.484536,0.0,0.0,0.00813,0.083333,0.011335,0.018003,0.022508,0.147059,0.034437,0.623245,0.018145,1
179,0.079268,0.025157,0.115385,0.0375,0.070796,0.032787,0.021277,0.134615,0.034483,0.0,0.048387,1.0,0.032353,0.0,0.0,0.06235,0.055556,0.097608,0.130725,0.005647,0.037838,0.054094,0.095238,0.005647,0.036584,0.226804,0.030769,0.032787,0.036585,0.0625,0.049118,0.058101,0.061093,0.220588,0.084768,0.636174,0.056452,0
180,0.103659,0.163522,0.0,0.2375,0.156342,0.188525,0.138298,0.346154,0.172414,0.09,0.0,0.0,0.147059,0.275862,0.57,0.105516,0.111111,0.152985,0.184577,0.015301,0.075676,0.10273,0.071429,0.015301,0.074746,0.587629,0.2,0.188525,0.150407,0.1875,0.107053,0.100655,0.109325,0.25,0.17351,0.82052,0.125,1
181,0.006098,0.0,0.0,0.0375,0.00885,0.0,0.0,0.25,0.0,0.0,0.0,0.462366,0.0,0.0,0.0,0.007194,0.166667,0.046555,0.055059,0.000749,0.009009,0.015385,0.238095,0.000749,0.008778,0.484536,0.0,0.0,0.0,0.208333,0.013854,0.017185,0.019293,0.102941,0.010596,0.556096,0.010081,1
182,0.115854,0.062893,0.153846,0.05,0.053097,0.065574,0.053191,0.346154,0.051724,0.166667,0.064516,0.688172,0.055882,0.137931,0.67,0.052758,0.222222,0.169689,0.098446,0.00553,0.046847,0.064516,0.142857,0.00553,0.046277,0.701031,0.076923,0.065574,0.056911,0.145833,0.049118,0.075286,0.090032,0.25,0.090066,0.611706,0.050403,1
183,0.70122,0.176101,0.115385,0.4375,0.035398,0.229508,0.148936,0.288462,0.241379,0.0,0.032258,0.129032,0.182353,0.310345,0.6,0.103118,0.055556,0.268134,0.231265,0.038264,0.154955,0.19206,0.047619,0.038264,0.15412,0.618557,0.215385,0.229508,0.195122,0.125,0.216625,0.176759,0.209003,0.294118,0.268874,0.680662,0.155242,1
184,0.073171,0.025157,0.076923,0.025,0.0059,0.032787,0.021277,0.307692,0.034483,0.0,0.048387,1.0,0.026471,0.0,0.0,0.028777,0.055556,0.165225,0.044756,0.001545,0.023423,0.033747,0.285714,0.001545,0.023376,0.226804,0.030769,0.032787,0.028455,0.1875,0.037783,0.031915,0.080386,0.132353,0.034437,0.252746,0.02621,1
185,0.006098,0.012579,0.0,0.0,0.0,0.016393,0.010638,0.403846,0.017241,0.0,0.0,0.27957,0.020588,0.0,0.0,0.014388,0.111111,0.051995,0.065121,0.001064,0.012613,0.019355,0.214286,0.001064,0.011279,0.309278,0.015385,0.016393,0.02439,0.395833,0.026448,0.015548,0.028939,0.088235,0.006623,0.0,0.010081,1
186,0.0,0.012579,0.0,0.0,0.026549,0.016393,0.010638,0.134615,0.017241,0.0,0.0,0.27957,0.017647,0.0,0.0,0.05036,0.111111,0.167527,0.048137,0.001739,0.025225,0.037221,0.261905,0.001739,0.025057,0.309278,0.015385,0.016393,0.020325,0.125,0.040302,0.036007,0.073955,0.117647,0.037086,0.34756,0.040323,1
187,0.012195,0.289308,0.307692,0.4125,0.171091,0.352459,0.244681,0.230769,0.344828,0.046667,0.129032,0.311828,0.329412,0.37931,0.46,0.292566,0.0,0.339413,0.418578,0.145828,0.338739,0.386104,0.02381,0.145828,0.338203,0.463918,0.353846,0.352459,0.361789,0.1875,0.405542,0.373977,0.337621,0.470588,0.296689,0.577645,0.310484,1
188,0.134146,0.125786,0.269231,0.0375,0.00295,0.131148,0.117021,0.288462,0.137931,0.0,0.129032,0.666667,0.158824,0.275862,0.67,0.139089,0.111111,0.11351,0.330033,0.035079,0.100901,0.134491,0.02381,0.035079,0.100462,0.680412,0.123077,0.131148,0.174797,0.25,0.125945,0.140753,0.106109,0.382353,0.108609,0.081746,0.120968,1
189,0.158537,0.08805,0.153846,0.0625,0.094395,0.098361,0.074468,0.173077,0.086207,0.11,0.080645,0.645161,0.1,0.103448,0.38,0.134293,0.111111,0.315839,0.149561,0.020145,0.120721,0.149876,0.095238,0.020145,0.120178,0.42268,0.107692,0.098361,0.109756,0.104167,0.139798,0.157119,0.202572,0.294118,0.154967,0.519533,0.120968,1
190,0.036585,0.0,0.0,0.025,0.0059,0.0,0.0,0.269231,0.0,0.0,0.0,0.462366,0.0,0.0,0.0,0.007194,0.055556,0.023888,0.089914,0.001131,0.009009,0.015385,0.142857,0.00113,0.008778,0.484536,0.0,0.0,0.0,0.166667,0.017632,0.01473,0.016077,0.117647,0.01457,0.427777,0.008065,1
191,0.02439,0.0,0.038462,0.05,0.0,0.0,0.0,0.192308,0.0,0.0,0.0,0.462366,0.002941,0.0,0.0,0.009592,0.0,0.058097,0.081864,0.001688,0.016216,0.024814,0.166667,0.001688,0.01533,0.484536,0.0,0.0,0.004065,0.1875,0.020151,0.028642,0.028939,0.161765,0.013245,0.397192,0.014113,1
192,0.182927,0.100629,0.192308,0.075,0.132743,0.131148,0.085106,0.173077,0.137931,0.0,0.129032,0.892473,0.126471,0.241379,0.78,0.155875,0.055556,0.136804,0.199469,0.016025,0.073874,0.098759,0.071429,0.016025,0.072851,0.793814,0.123077,0.131148,0.142276,0.104167,0.086902,0.107201,0.102894,0.323529,0.190728,0.581121,0.141129,0
193,0.469512,0.188679,0.346154,0.3125,0.044248,0.237705,0.159574,0.25,0.241379,0.023333,0.16129,0.623656,0.241176,0.275862,0.5,0.165468,0.166667,0.283268,0.271352,0.054226,0.189189,0.224814,0.047619,0.054226,0.188659,0.515464,0.230769,0.237705,0.272358,0.125,0.238035,0.216858,0.257235,0.397059,0.254305,0.483526,0.1875,1
194,0.04878,0.100629,0.153846,0.075,0.020649,0.114754,0.085106,0.288462,0.103448,0.096667,0.096774,0.677419,0.144118,0.275862,0.89,0.098321,0.0,0.342098,0.13306,0.017651,0.117117,0.151861,0.095238,0.017651,0.116709,0.896907,0.123077,0.114754,0.166667,0.25,0.117128,0.175123,0.163987,0.25,0.07947,0.301265,0.092742,1
195,0.097561,0.062893,0.230769,0.0,0.014749,0.081967,0.053191,0.153846,0.086207,0.0,0.080645,0.849462,0.076471,0.0,0.0,0.127098,0.222222,0.309248,0.234001,0.044632,0.178378,0.216873,0.047619,0.044632,0.178133,0.113402,0.076923,0.081967,0.085366,0.145833,0.229219,0.209493,0.237942,0.323529,0.095364,0.108578,0.104839,1
196,0.115854,0.012579,0.153846,0.025,0.047198,0.016393,0.010638,0.134615,0.017241,0.0,0.032258,1.0,0.026471,0.0,0.0,0.045564,0.055556,0.144964,0.094824,0.004515,0.03964,0.053598,0.142857,0.004515,0.038736,0.309278,0.015385,0.016393,0.03252,0.041667,0.056675,0.052373,0.096463,0.220588,0.080795,0.581955,0.040323,1
197,0.140244,0.062893,0.0,0.125,0.050147,0.081967,0.053191,0.326923,0.086207,0.0,0.0,0.075269,0.064706,0.137931,0.67,0.040767,0.166667,0.071419,0.207599,0.010209,0.045045,0.07196,0.071429,0.010209,0.043927,0.701031,0.076923,0.081967,0.069106,0.145833,0.049118,0.087561,0.032154,0.191176,0.086093,0.75073,0.052419,1
198,0.091463,0.062893,0.153846,0.0125,0.00295,0.081967,0.053191,0.288462,0.086207,0.0,0.080645,0.849462,0.1,0.0,0.0,0.071942,0.111111,0.095725,0.194719,0.011402,0.052252,0.077419,0.071429,0.011402,0.05242,0.113402,0.076923,0.081967,0.117886,0.229167,0.079345,0.076923,0.067524,0.220588,0.059603,0.073127,0.060484,1
199,0.030488,0.025157,0.115385,0.0375,0.0059,0.032787,0.021277,0.211538,0.034483,0.0,0.048387,1.0,0.035294,0.0,0.0,0.043165,0.111111,0.067652,0.110038,0.003135,0.023423,0.036228,0.119048,0.003135,0.022925,0.226804,0.030769,0.032787,0.04065,0.1875,0.032746,0.03928,0.038585,0.176471,0.034437,0.239677,0.040323,1
200,0.134146,0.025157,0.076923,0.0375,0.014749,0.02459,0.021277,0.173077,0.017241,0.166667,0.032258,0.731183,0.020588,0.068966,0.67,0.05036,0.166667,0.076231,0.127103,0.004424,0.028829,0.041191,0.119048,0.004424,0.028976,0.742268,0.030769,0.02459,0.020325,0.104167,0.031486,0.048282,0.054662,0.308824,0.064901,0.317809,0.046371,1
201,0.060976,0.025157,0.076923,0.075,0.035398,0.032787,0.021277,0.288462,0.034483,0.0,0.048387,1.0,0.029412,0.103448,1.0,0.021583,0.111111,0.038987,0.112936,0.002238,0.016216,0.02531,0.119048,0.002238,0.01541,1.0,0.030769,0.032787,0.03252,0.145833,0.025189,0.026187,0.025723,0.161765,0.046358,0.758376,0.028226,1
202,0.103659,0.113208,0.192308,0.075,0.023599,0.139344,0.095745,0.230769,0.137931,0.036667,0.145161,0.903226,0.114706,0.206897,0.6,0.131894,0.166667,0.282466,0.119697,0.012271,0.088288,0.119603,0.119048,0.012271,0.088537,0.628866,0.138462,0.139344,0.121951,0.208333,0.103275,0.130933,0.135048,0.205882,0.111258,0.259558,0.120968,1
203,0.152439,0.075472,0.269231,0.075,0.115044,0.098361,0.06383,0.115385,0.103448,0.0,0.096774,0.870968,0.120588,0.0,0.0,0.155875,0.333333,0.292684,0.157852,0.020667,0.117117,0.146402,0.095238,0.020667,0.117445,0.103093,0.092308,0.098361,0.142276,0.083333,0.130982,0.157119,0.196141,0.323529,0.176159,0.539274,0.141129,0
204,0.243902,0.138365,0.384615,0.375,0.056047,0.172131,0.117021,0.192308,0.172414,0.03,0.145161,0.752688,0.188235,0.068966,0.17,0.141487,0.166667,0.268238,0.31659,0.068902,0.207207,0.249132,0.02381,0.068902,0.207603,0.206186,0.169231,0.172131,0.215447,0.125,0.265743,0.238953,0.247588,0.397059,0.193377,0.597525,0.177419,1
205,0.152439,0.037736,0.307692,0.0875,0.0,0.032787,0.031915,0.211538,0.034483,0.0,0.064516,1.0,0.079412,0.0,0.0,0.05036,0.0,0.15173,0.066731,0.002635,0.030631,0.044665,0.190476,0.002635,0.029791,0.175258,0.030769,0.032787,0.097561,0.125,0.052897,0.040098,0.073955,0.117647,0.06755,0.286251,0.054435,1
206,0.079268,0.012579,0.115385,0.05,0.056047,0.016393,0.010638,0.269231,0.017241,0.0,0.016129,0.645161,0.035294,0.0,0.0,0.016787,0.0,0.054436,0.093375,0.002013,0.016216,0.026799,0.142857,0.002013,0.016474,0.309278,0.015385,0.016393,0.044715,0.083333,0.032746,0.023732,0.03537,0.132353,0.054305,0.888225,0.020161,1
207,0.097561,0.163522,0.192308,0.0375,0.085546,0.204918,0.138298,0.153846,0.206897,0.026667,0.177419,0.784946,0.208824,0.068966,0.14,0.275779,0.0,0.548089,0.168478,0.042036,0.227027,0.260546,0.071429,0.042036,0.227142,0.175258,0.2,0.204918,0.235772,0.145833,0.2733,0.252864,0.356913,0.294118,0.213245,0.290838,0.235887,0
208,0.219512,0.125786,0.307692,0.2625,0.085546,0.147541,0.106383,0.269231,0.137931,0.073333,0.112903,0.645161,0.126471,0.137931,0.36,0.093525,0.222222,0.21572,0.19311,0.022526,0.106306,0.136973,0.071429,0.022526,0.106453,0.402062,0.153846,0.147541,0.134146,0.125,0.11335,0.153028,0.151125,0.352941,0.177483,0.731684,0.118952,1
209,0.018293,0.0,0.0,0.0,0.0,0.0,0.0,0.173077,0.0,0.0,0.0,0.462366,0.002941,0.0,0.0,0.021583,0.111111,0.040522,0.058762,0.000755,0.009009,0.014888,0.214286,0.000755,0.008331,0.484536,0.0,0.0,0.004065,0.1875,0.012594,0.017185,0.016077,0.102941,0.013245,0.0,0.016129,1
210,0.20122,0.125786,0.038462,0.0625,0.280236,0.163934,0.106383,0.25,0.172414,0.0,0.0,0.010753,0.161765,0.0,0.0,0.141487,0.222222,0.251988,0.319488,0.06621,0.198198,0.262531,0.02381,0.06621,0.197662,0.051546,0.153846,0.163934,0.182927,0.083333,0.284635,0.248773,0.157556,0.220588,0.251656,0.842625,0.127016,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192308,0.0,0.0,0.0,0.462366,0.002941,0.0,0.0,0.019185,0.111111,0.104129,0.038155,0.000813,0.014414,0.021836,0.309524,0.000813,0.013241,0.484536,0.0,0.0,0.004065,0.229167,0.017632,0.025368,0.03537,0.102941,0.007947,0.0,0.014113,1
212,0.036585,0.012579,0.038462,0.05,0.0,0.016393,0.010638,0.153846,0.017241,0.0,0.032258,1.0,0.026471,0.0,0.0,0.038369,0.0,0.060643,0.094422,0.00222,0.018018,0.028288,0.142857,0.00222,0.018159,0.309278,0.015385,0.016393,0.03252,0.145833,0.032746,0.026187,0.041801,0.161765,0.031788,0.213819,0.038306,1
213,0.085366,0.037736,0.115385,0.025,0.058997,0.04918,0.031915,0.288462,0.051724,0.0,0.032258,0.569892,0.047059,0.0,0.0,0.043165,0.055556,0.070303,0.300974,0.02019,0.063063,0.091811,0.047619,0.02019,0.062275,0.175258,0.046154,0.04918,0.052846,0.104167,0.104534,0.084288,0.064309,0.25,0.078146,0.664952,0.038306,1
214,0.469512,0.289308,0.346154,0.25,0.165192,0.368852,0.244681,0.173077,0.37931,0.013333,0.370968,0.956989,0.388235,0.482759,0.58,0.398082,0.222222,0.823685,0.166304,0.060835,0.333333,0.366253,0.071429,0.060835,0.333643,0.587629,0.353846,0.368852,0.443089,0.104167,0.312343,0.4018,0.466238,0.338235,0.442384,0.426109,0.372984,1
215,0.036585,0.0,0.038462,0.0125,0.017699,0.0,0.0,0.269231,0.0,0.0,0.0,0.462366,0.002941,0.0,0.0,0.009592,0.055556,0.032396,0.024712,0.000165,0.003604,0.005459,0.428571,0.000165,0.002869,0.484536,0.0,0.0,0.004065,0.125,0.002519,0.008183,0.006431,0.073529,0.019868,0.572501,0.008065,1
